Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1513217,GM19092, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19092', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513218,GM19093, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19093', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513219,GM19098, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19098', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513220,GM19099, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19099', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513221,GM19101, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19101', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513222,GM19102, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19102', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513223,GM19108, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19108', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513224,GM19114, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19114', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513225,GM19116, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19116', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513226,GM19119, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19119', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513227,GM19127, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19127', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513228,GM19128, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19128', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513229,GM19130, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19130', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513230,GM19131, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19131', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513231,GM19137, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19137', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513232,GM19138, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19138', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513233,GM19140, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19140', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513234,GM19141, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19141', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513235,GM19143, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19143', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513236,GM19144, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19144', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513237,GM19147, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19147', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513238,GM19152, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19152', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513239,GM19153, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19153', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513240,GM19159, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19159', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513241,GM19160, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19160', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513242,GM19171, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19171', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513243,GM19172, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19172', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513244,GM19190, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19190', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513245,GM19192, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19192', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513246,GM19193, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19193', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
